id-JP5720701B2    abstract-
id-US9718359B2    abstract-A vehicle information display may include a split braking gauge for conveying information relating to braking operation and efficiency to assist drivers in maximizing energy capture during braking in vehicle with regenerative braking systems. The split braking gauge may incorporate a side-by-side or stacked configuration for conveying both regenerative braking and friction braking values. The split braking gauge may include fixed thresholds or boundaries associated with dynamic threshold values that can change based on current vehicle operating conditions.
id-WO2013021272A2    abstract-A vehicle braking force control device includes a controller that controls braking force of a wheel by controlling friction braking force generated by a friction braking device and regenerative braking force generated by regenerative braking devices and that performs anti-skid control based on a requested amount of braking force reduction by controlling the friction braking force and reducing the regenerative braking force by an amount of regenerative braking force reduction. The controller sets a target change amount of the friction braking force based on the requested amount of braking force reduction and the amount of regenerative braking force reduction, and controls the friction braking force based on the target change amount when the controller reduces the regenerative braking force by the amount of regenerative braking force reduction.
id-CN103764431B    abstract-车辆的制动力控制装置的电子控制单元（26）作为第1状态，利用再生状态使轮内马达（15～18）进行工作而产生马达制动扭矩，并且使摩擦制动机构（21～24）产生摩擦制动力。另外，单元（26）作为第2状态，利用牵引状态使马达（15～18）进行工作而产生马达驱动扭矩，并且使机构（21～24）产生摩擦制动力。并且，当在第1状态与第2状态之间进行状态转变时，单元（26）使由马达（15～18）产生的制动扭矩的大小或驱动扭矩的大小，向增加和减少中的任一方进行变化，并且使由机构（21～24）产生的摩擦制动力的大小向增加和减少中的任一方进行变化。
id-CN102963248A    abstract-提供了一种车辆，所述车辆具有控制器，所述控制器实施控制至车辆的油输送的方法。该方法包括增加从泵流动至操作地连接至车辆车轮的传动装置或电动机/发电机的油流速和油压力中的至少一个，由此增加对电动机/发电机的转子或传动装置的旋转阻力，并使车辆车轮减慢，以及增加油温度以减少摩擦损耗。被控制的油输送响应于车辆运行状态，诸如表明在车辆车轮处的扭矩的期望增加或油温度处于预定温度之下的条件。
id-EP2760714B1    abstract-
id-US20130062932A1    abstract-A brake control apparatus for a vehicle provided with a regenerative braking device, the brake control apparatus includes: a first brake circuit connecting a master cylinder configured to generate a brake hydraulic pressure by a brake operation of a driver, and a wheel cylinder to which the brake hydraulic pressure is applied; a booster configured to increase a pressure of a brake fluid within the master cylinder, and to transmit the pressurized brake fluid to the wheel cylinder through a second brake circuit connected with the first brake circuit; a third brake circuit bifurcated from the first brake circuit, and connected with the booster; a reservoir provided on the third brake circuit; and a recirculating device configured to recirculate the brake fluid stored in the reservoir, to the first brake circuit's side.
id-CN102991499B    abstract-本发明公开了一种用于控制装备有电控机械式自动变速器(AMT)的混合动力车的滑行的方法。首先，从加速踏板不被操控时起，基于在加速踏板的总操控程度的预定控制范围内的加速踏板的操控程度，改变再生制动量。再生制动量随着加速踏板的操控程度的增加而降低。所述控制范围用来按如下方式执行控制，以根据加速踏板的操控量改变再生制动量。另外，所述控制范围被设置为在加速踏板的总操控程度的初始5至20％的范围内。
id-US20130060440A1    abstract-A vehicle braking system includes (a) a rotary machine that functions at least as an electricity generator and that is capable of generating braking torque based on regenerative torque, (b) a first braking control apparatus that electrically controls the braking torque of a mechanical brake that is provided for a wheel, and (c) a second braking control apparatus that replaces one of the braking torque provided by the rotary machine and the braking torque provided by the mechanical brake with another one of the braking torque provided by the rotary machine and the braking torque provided by the mechanical brake while maintaining a target braking torque, the second braking control apparatus correcting the braking torque provided by the rotary machine so that the deviation lessens, if the braking torque of a vehicle has deviation from the target braking torque at time of replacement transition.
id-DE102012217092B4    abstract-Bremskraftverstärker (30) zur Verwendung in einem hydraulischen Bremssystem mit einem Bremspedal (14), einem Hauptzylinder (18) und einer hydraulischen Steuereinheit (22), wobei der Bremskraftverstärker (30) umfasst:ein Gehäuse (34);eine Schraubengetriebeanordnung (38), die wenigstens teilweise in dem Gehäuse (34) positioniert ist;einen an das Gehäuse (34) gekoppelten Motor (40) zum Betätigen der Schraubengetriebeanordnung (38); undeine in dem Gehäuse (34) positionierte Kolbenbaugruppe (88), wobei die Kolbenbaugruppe (88) und das Gehäuse (34) zusammen wenigstens teilweise definieren:eine erste Fluidkammer (138) mit einer Öffnung zum Herstellen einer Fluidverbindung zum Hauptzylinder; undeine zweite Fluidkammer (142) mit einer Öffnung zum Herstellen einer Fluidverbindung zur hydraulischen Steuereinheit (22);wobei die Schraubengetriebeanordnung (38) betreibbar ist, um einen Kolben (92) der Kolbenbaugruppe (88) zu bewegen, um das Volumen der zweiten Fluidkammer (142) zu variieren; undwobei der Kolben (92) nicht das Volumen der ersten Fluidkammer (138) variiert,wobei die Schraubengetriebeanordnung (38) einen von dem Motor (40) angetriebenen Rotor (48) umfasst,wobei die Schraubengetriebeanordnung (38) ferner umfasst:eine an den Rotor (48) zur Drehung mit diesem gekoppelte Schraube (68); undeine über der Schraube (68) positionierte Gewindebuchse (72);wobei die Drehung der Schraube (68) in einer ersten Richtung eine Bewegung der Gewindebuchse (72) in Richtung auf die Kolbenbaugruppe (88) zu bewirkt,wobei die Gewindebuchse (72) eine Dichtfläche (114) umfasst, die selektiv mit dem Kolben (92) in Eingriff bringbar ist, um eine Öffnung in dem Kolben (92) abzudichten und dadurch die erste Fluidkammer (138) von der zweiten Fluidkammer (142) zu isolieren.
id-WO2013038329A2    abstract-A controller for a vehicle having an electric motor for driving the vehicle and a friction brake for inhibiting movement of the vehicle, the controller comprising means arranged to generate a control signal for actuating the electric motor to consume current for generating a drive torque and means for actuating the friction brake to dissipate energy resulting from the drive torque produced by the electric motor while the drive torque is being generated.
id-US20130081705A1    abstract-A system for evacuating gas from a brake booster of a motor vehicle includes: a first conduit adapted to be connected fluidly to the brake booster; an electric pump connected fluidly to the first conduit, and controllable to evacuate gas from the brake booster via the first conduit; a second conduit; an electric valve fluidly connecting the first and second conduits to each other; a mechanical pump connected fluidly to the second conduit, and adapted to be driven by a vehicle drive unit of the motor vehicle to evacuate gas from the brake booster via the first conduit, the electric valve, and the second conduit; and a control unit operatively associated with the electric pump and the electric valve, and configured to control operations of the electric pump and the electric valve according to a working state of the mechanical pump.
id-EP2766231B1    abstract-
id-EP2581249B1    abstract-
id-CN103057539B    abstract-本发明涉及一种控制车辆制动的方法，实施该方法的系统包括用于检测施加于制动踏板的压力的传感器。所述系统也可包括能够检测制动系统液压的压力传感器。所述系统还可包括用于检测制动踏板位置的位置传感器。将施加于制动踏板的压力与液压或与踏板位置进行比较。如果测量结果不是适当地相关，则应用制动措施。所述制动措施可包括发动机制动、再生制动、液压助力及制动垫助力。
id-KR20130038159A    abstract-본 발명은, 유압 제동 유닛(41) 및 회생 제동 유닛(42)을 구비하고 브레이크 페달(10)의 작동 정도 및 제동 시스템의 적어도 하나의 특성을 검출하도록 설계된 제동 장치(40)를 구비한 자동차를 위한 상기 제동 시스템의 제어 방법에 관한 것으로, 상기 방법은 제동 시스템의 적어도 하나의 검출된 특성에 기초하여 유압 제동 유닛(41)의 유압 제동력 특성 곡선(B2)을 산출하는 단계(S1)와, 사전 설정된 기준에 기초한 특성맵으로부터, 산출된 유압 제동력 특성 곡선(B2)의 함수로서, 회생 제동 유닛(42)의 발전기 기반 제동력 특성 곡선(G1~G4)을 선택하는 단계(S2)와, 산출된 유압 제동력 특성 곡선(B2) 및 선택된 발전기 기반 제동력 특성 곡선(G1~G4)에 기초하여, 검출된 브레이크 페달(10)의 작동 정도에 따라 유압 제동 유닛(41) 및 회생 제동 유닛(42)을 제어하는 단계(S3)를 포함한다.
id-DE102012019973A1    abstract-Es wird eine Bremsvorrichtung eines elektrohydraulischen Bremssystems für Fahrzeuge offenbart, die eine hydraulische Bremskraft liefert, um ein stabiles Pedalgefühl zu übertragen, und ein regeneratives Bremsen für eine Verbesserung des Kraftstoff-Wirkungsgrades vorsieht. Die Bremsvorrichtung enthält eine Betätigungseinheit enthaltend einen Hauptzylinder (120), ein Gehäuse (110) enthaltend eine Verstärkungskammer (112) und eine Simulationskammer (111), einen Eingangsstab (115), einen Behälter (140), der mit dem oberen Bereich des Hauptzylinders verbunden ist und Öl speichert, einen Simulator (130), der mit der Simulationskammer verbunden ist, und einen Pedalversetzungssensor (150), der die Versetzung des Pedals (10) erfasst, und eine hydraulische Steuereinheit (200). Die hydraulische Steuereinheit enthält einen Akkumulator (210), eine Pumpe (211), die Öl aus dem Behälter saugt und das Öl zu dem Akkumulator ausgibt, einen Motor (212), ein erstes Steuerventil (221), ein zweites Steuerventil (222), ein drittes Steuerventil (223), Drucksensoren (231, 232, 233), die die Drücke des Akkumulators, der Verstärkungskammer und der Simulationskammer erfassen, und eine elektronische Steuereinheit ECU (240).
id-WO2013056506A1    abstract-一种车辆惯力储存释放再用系统，其包括驱动车辆车轮旋转的驱动轴（1）、气马达（2）、离合器（3）和储气瓶（4）。气马达（3）通过离合器（3）与驱动轴（1）连接。当车辆起步时，储气瓶（4）给气马达（2）供气，离合器（3）使气马达（2）与驱动轴（1）连接，气马达（2）驱动所述驱动轴（1）旋转；当车辆正常行驶时，离合器（3）使气马达（2）与驱动轴（1）分离；当车辆刹车时，离合器（3）使气马达（2）与驱动轴（1）连接，驱动轴（1）带动气马达（2）旋转，气马达（2）产生气体并通过出气管（26）给储气瓶（4）充气。该系统可有效减少车辆起步时的耗油量，减少车辆尾气的排放。在进行刹车时，驱动轴（1）可带动气马达（2）给储气瓶（4）充气，从而使储气瓶（4）能保持足够大的压力，同时气马达（2）还可以给驱动轴（1）提供一定的阻力，起到减速作用，以增强车辆的制动效果。
id-FR2981033A1    abstract-Un procédé d'adaptation de freinage pour un véhicule équipé d'un moyen de freinage régénératif et d'un moyen de freinage complémentaire ayant des temps de réponse différents, comprenant la génération d'une consigne de freinage adaptée (C ) auxdits moyens de freinage, par filtrage temporel d'une consigne de freinage (C ) destinée à l'un desdits moyens de freinage.
id-DE102011117309A1    abstract-Die Erfindung betrifft eine elektrische Radantriebsanordnung, sowie einen Nachrüstsatz zur Bereitstellung einer elektrische Radantriebsanordnung für ein Fahrzeug, umfassend ein Rad (12) mit einer zentralen Radnabe (14), einem sich in Radialrichtung an die Radnabe (14) anschließenden Radkranz (16), und einer ringförmig geschlossen an einem Außenumfang des Radkranzes (16) verlaufenden Felge (18), und eine dem Rad (12) zugeordnete elektrische Antriebsmaschine 40. Erfindungsgemäß ist vorgesehen, dass die elektrische Antriebsmaschine 40 als ein innerhalb des axialen Erstreckungsbereiches des Rades (12) angeordneter Außenläufermotor ausgebildet ist, dass ein Rotor 42 der Antriebsmaschine (40) durch die Felge (18) oder eine an einer Innenumfangsfläche der Felge (18) befestigte Rotormagnetanordnung (46) ausgebildet ist, und dass ein Stator (50) der Antriebsmaschine (40) als eine ringförmige Statorbaueinheit (52, 54) enthaltend eine Statormagnetanordnung (54) ausgebildet ist, wobei eine Innenumfangsfläche der Statorbaueinheit (52, 54) an einer axialen Schulter (56) des Radkranzes (16) radial abgestützt und drehgelagert ist, wobei die Statorbaueinheit (52, 54) jedoch mittels einer Halteeinrichtung (60, 62, 34) drehstationär gehalten wird.
id-US9033115B2    abstract-For zip line braking, a brake cable travels between at least two terminals. A brake applies a braking force to travel of the brake cable. A link arm is in physical communication with the brake cable. A trolley receiver in physical communication with the link arm and slidably traveling along a zip line receives a trolley slidably traveling along the zip line. The trolley receiver transfers the braking force through the link arm to the trolley.
id-US9126501B2    abstract-An electric vehicle includes a regenerative brake and a mechanical brake. The vehicle also includes a wheel bearing unit and a load sensor associated with the wheel bearing unit. The load sensor is configured to detect a load that acts between a road surface and a tire along a direction in which the vehicle travels. The vehicle also includes a load-responsive regenerative brake limiter configured to reduce a braking torque generated by the regenerative brake when an output of the load sensor reaches a preset value. A maximally actuator may be configured to calculate a maximum possible regenerative braking torque for the regenerative brake based on a rotational frequency of a wheel and a state of charge of a battery unit and to actuate the regenerative brake at a maximum torque within that commanded range.
id-JP5872268B2    abstract-
id-DE102011085901A1    abstract-Verfahren zur Steuerung durch eine Betriebsbremse und eine elektrische Generatorbremse gebildeten Bremseinrichtung eines Fahrzeugs, bei dem über ein erstes Betätigungsorgan eine Bremsanforderung bis zu einer vorgegebenen maximalen Bremsleistung vorgebbar ist, wobei bei einer über das erste Betätigungsorgan eingesteuerten Bremsanforderung das Fahrzeug a) ausschließlich mit der elektrischen Generatorbremse gebremst wird, wenn diese allein die Bremsanforderung erfüllen kann, oder b) mit der maximal möglichen Bremsleistung der elektrischen Generatorbremse und zusätzlich mit einer von der Betriebsbremse geleisteten Bremsleistung gebremst wird, wenn die Bremsanforderung größer ist als die maximal von der elektrischen Generatorbremse erbringbare Bremsleistung und kleiner ist als die vorgegebene maximale Bremsleistung.
id-JP5892399B2    abstract-
id-CN103101441A    abstract-本发明涉及一种用于根据至少一个运动参数和/或力和/或力矩的至少一个确定对车辆（12）的制动装置（38、40、42、44）的相应的制动要求的预先规定（s x 、v x 、a x 、F x 、M）来对所述车辆（12）尤其汽车的制动功率进行控制和/或调整的方法，其中所述车辆（12）具有至少一台与电气的蓄能器（36）相连接的用于用作再生制动装置（38）的电机（16）和至少一个另外的制动装置（40、42、44）。在此设置了至少一个对所述至少一个运动参数和/或力和/或力矩的预先规定（s x 、v x 、a x 、F x 、M）进行限制的公差范围（Δs x 、Δv x 、Δa x 、ΔF x 、ΔM），其中此外也根据所述电机（16）的当前最大可能的再生效率（P mr ）在所述公差范围之内进行所述制动功率的控制和/或调整。此外，本发明涉及一种相应的控制和/或调整装置（46）。
id-EP2591960A1    abstract-L'objet de l'invention est un procédé d'assistance électrique au freinage d'un véhicule à motorisation (M), ladite motorisation (M) comprenant un moteur électrique (10) couplé à un arbre principal (20) entraînant une roue (22) du véhicule, une roue (22) dudit véhicule étant équipée d'un dispositif de freinage (48) mécanique actionné par un circuit hydraulique (47), ledit procédé consistant à capter une information dans le circuit hydraulique (47) et à utiliser ladite information comme consigne d'un couple de freinage généré par le moteur électrique (10) et exercé sur l'arbre principal (20), l'information captée dans le circuit hydraulique (47) de freinage étant une mesure de pression (P) du fluide, ladite mesure de pression (P) étant effectuée par un capteur (60) disposé en sortie du dispositif de mise en pression (56) du circuit hydraulique (47), la mesure de pression (P) étant transmise aux moyens de commande (34) du moteur électrique (10) sous la forme d'un signal électrique de tension électrique (T), et ledit signal étant exploité par lesdits moyens de commande (34) pour le calcul d'une consigne (C) de couple de freinage appliquée au moteur électrique, le procédé étant caractérisé en ce que ladite consigne (C) de couple de freinage électrique est proportionnelle à la tension (T) issue du capteur de pression (60), et en ce que le facteur de proportionnalité (K) entre la tension de sortie (T) du capteur (60) et la consigne (C) est paramétré dans les moyens de commande (34).
